Order Date,Order ID,Quantity,Customer Name,Segment,Product Name,Category,Sub-Category,Manufacturer,City,State,Region,Ship Date,Ship Mode,Discount,Profit,Profit Ratio,Sales,PPU Before Discount,Profit Margin,Dispatch time,Shipping Cost,"c_name, city, state",High / Low / Loss
2018-11-02,US-2017-120460,3,Ben Ferrer,Home Office,Flat Face Poster Frame,Furniture,Furnishings,Other,Dallas,Texas,Central,2018-11-13,Standard Class,0.60,-10.00,-0.45,23.00,19.17,-0.43,11,6.99,Ben FerrerDallas,Loss
2018-11-03,US-2017-120929,3,Rose O'Brian,Consumer,Balt Solid Wood Rectangular Table,Furniture,Tables,Balt,Memphis,Tennessee,South,2018-11-10,Second Class,0.40,-95.00,-0.50,190.00,105.56,-0.50,7,2.97,Rose O'BrianMemphis,Loss
2018-11-03,US-2017-121013,2,Michael Moore,Consumer,Avery 50,Office Supplies,Labels,Avery,Chesapeake,Virginia,South,2018-11-04,Standard Class,0.00,12.00,0.47,25.00,12.50,0.48,1,9.62,Michael MooreChesapeake,Low
2018-11-03,US-2017-121013,3,Michael Moore,Consumer,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,Tables,Chromcraft,Chesapeake,Virginia,South,2018-11-04,Standard Class,0.00,314.00,0.19,"1,653.00",551.00,0.19,1,9.62,Michael MooreChesapeake,High
2018-11-03,US-2017-122182,1,Bryan Davis,Consumer,Plantronics Audio 478 Stereo USB Headset,Technology,Accessories,Plantronics,Philadelphia,Pennsylvania,East,2018-11-04,Standard Class,0.20,7.00,0.19,40.00,50.00,0.18,1,7.98,Bryan DavisPhiladelphia,Low
2018-11-03,US-2017-122245,3,Adrian Barton,Consumer,Bevis Boat-Shaped Conference Table,Furniture,Tables,Bevis,Phoenix,Arizona,West,2018-11-06,Standard Class,0.50,-204.00,-0.52,393.00,262.00,-0.52,3,14.71,Adrian BartonPhoenix,Loss
2018-11-03,US-2017-123470,3,Max Engle,Consumer,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders,Other,Aurora,Colorado,West,2018-11-10,Standard Class,0.70,-14.00,-0.73,19.00,21.11,-0.74,7,9.55,Max EngleAurora,Loss
2018-11-03,US-2017-123470,3,Max Engle,Consumer,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,Appliances,Tripp Lite,Aurora,Colorado,West,2018-11-10,Standard Class,0.20,12.00,0.10,122.00,50.83,0.10,7,9.55,Max EngleAurora,Low
2018-11-03,US-2017-123610,1,Vivian Mathis,Consumer,Staple holder,Office Supplies,Appliances,Staple holder,Mission Viejo,California,West,2018-11-09,Standard Class,0.00,2.00,0.27,9.00,9.00,0.22,6,11.00,Vivian MathisMission Viejo,Low
2018-11-03,US-2017-123610,6,Vivian Mathis,Consumer,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,Technology,Accessories,Memorex,Mission Viejo,California,West,2018-11-09,Standard Class,0.00,47.00,0.39,120.00,20.00,0.39,6,11.00,Vivian MathisMission Viejo,High
2018-11-03,US-2017-123750,2,Ross Baird,Home Office,Woodgrain Magazine Files by Perma,Office Supplies,Storage,Other,Gastonia,North Carolina,South,2018-11-09,Standard Class,0.20,-1.00,-0.16,5.00,3.13,-0.20,6,8.18,Ross BairdGastonia,Loss
2018-11-03,US-2017-123750,2,Ross Baird,Home Office,GBC ProClick 150 Presentation Binding System,Office Supplies,Binders,GBC,Gastonia,North Carolina,South,2018-11-09,Standard Class,0.70,-145.00,-0.77,190.00,316.67,-0.76,6,8.18,Ross BairdGastonia,Loss
2018-11-03,US-2017-123750,5,Ross Baird,Home Office,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories,Imation,Gastonia,North Carolina,South,2018-11-09,Standard Class,0.20,55.00,0.19,292.00,73.00,0.19,6,8.18,Ross BairdGastonia,High
2018-11-03,US-2017-123750,7,Ross Baird,Home Office,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories,Imation,Gastonia,North Carolina,South,2018-11-09,Standard Class,0.20,77.00,0.19,409.00,73.04,0.19,6,8.18,Ross BairdGastonia,High
2018-11-03,US-2017-124163,1,Steve Chapman,Corporate,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,Other,La Crosse,Wisconsin,Central,2018-11-10,Standard Class,0.00,1.00,0.34,3.00,3.00,0.33,7,13.72,Steve ChapmanLa Crosse,Low
2018-11-03,US-2017-124163,11,Steve Chapman,Corporate,Eldon Expressions Mahogany Wood Desk Collection,Furniture,Furnishings,Eldon,La Crosse,Wisconsin,Central,2018-11-10,Standard Class,0.00,17.00,0.25,69.00,6.27,0.25,7,13.72,Steve ChapmanLa Crosse,Low
2018-11-03,US-2017-124163,2,Steve Chapman,Corporate,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,Global,La Crosse,Wisconsin,Central,2018-11-10,Standard Class,0.00,50.00,0.25,202.00,101.00,0.25,7,13.72,Steve ChapmanLa Crosse,High
2018-11-03,US-2017-124163,5,Steve Chapman,Corporate,Logitech Wireless Headset h800,Technology,Accessories,Logitech,La Crosse,Wisconsin,Central,2018-11-10,Standard Class,0.00,175.00,0.35,500.00,100.00,0.35,7,13.72,Steve ChapmanLa Crosse,High
2018-11-03,US-2017-125402,1,Dan Lawera,Consumer,Avery 513,Office Supplies,Labels,Avery,Long Beach,California,West,2018-11-07,Standard Class,0.00,2.00,0.46,5.00,5.00,0.40,4,8.84,Dan LaweraLong Beach,Low
2018-11-03,US-2017-125402,2,Dan Lawera,Consumer,Newell 346,Office Supplies,Art,Newell,Long Beach,California,West,2018-11-07,Standard Class,0.00,2.00,0.29,6.00,3.00,0.33,4,8.84,Dan LaweraLong Beach,Low
2018-11-03,US-2017-125402,5,Dan Lawera,Consumer,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Office Supplies,Paper,Ampad,Long Beach,California,West,2018-11-07,Standard Class,0.00,5.00,0.47,11.00,2.20,0.45,4,8.84,Dan LaweraLong Beach,Low
2018-11-03,US-2017-125402,2,Dan Lawera,Consumer,Alphabetical Labels for Top Tab Filing,Office Supplies,Labels,Other,Long Beach,California,West,2018-11-07,Standard Class,0.00,15.00,0.50,30.00,15.00,0.50,4,8.84,Dan LaweraLong Beach,Low
2018-11-03,US-2017-125402,8,Dan Lawera,Consumer,"SmartStand Mobile Device Holder, Assorted Colors",Technology,Phones,Other,Long Beach,California,West,2018-11-07,Standard Class,0.20,4.00,0.10,45.00,7.03,0.09,4,8.84,Dan LaweraLong Beach,Low
2018-11-03,US-2017-125402,3,Dan Lawera,Consumer,Canon PC-428 Personal Copier,Technology,Copiers,Canon,Long Beach,California,West,2018-11-07,Standard Class,0.20,162.00,0.34,480.00,200.00,0.34,4,8.84,Dan LaweraLong Beach,High
2018-11-04,US-2017-125402,4,Dan Lawera,Consumer,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,Global,Long Beach,California,West,2018-11-07,Standard Class,0.20,60.00,0.13,483.00,150.94,0.12,3,8.84,Dan LaweraLong Beach,High
2018-11-04,US-2017-125969,2,Lindsay Shagiari,Home Office,"Global Task Chair, Black",Furniture,Chairs,Global,Los Angeles,California,West,2018-11-09,Second Class,0.20,-9.00,-0.11,81.00,50.63,-0.11,5,6.70,Lindsay ShagiariLos Angeles,Loss
2018-11-04,US-2017-125969,3,Lindsay Shagiari,Home Office,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,Eldon,Los Angeles,California,West,2018-11-09,Second Class,0.00,26.00,0.11,239.00,79.67,0.11,5,6.70,Lindsay ShagiariLos Angeles,High
2018-11-04,US-2017-126431,1,Stephanie Ulpright,Home Office,Avery 477,Office Supplies,Labels,Avery,New York City,New York,East,2018-11-04,Same Day,0.00,14.00,0.46,31.00,31.00,0.45,0,46.14,Stephanie UlprightNew York City,Low
2018-11-04,US-2017-126431,3,Stephanie Ulpright,Home Office,KeyTronic KT400U2 - Keyboard - Black,Technology,Accessories,KeyTronic,New York City,New York,East,2018-11-04,Same Day,0.00,6.00,0.20,31.00,10.33,0.19,0,46.14,Stephanie UlprightNew York City,Low
2018-11-04,US-2017-126431,9,Stephanie Ulpright,Home Office,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper,Southworth,New York City,New York,East,2018-11-04,Same Day,0.00,34.00,0.45,75.00,8.33,0.45,0,46.14,Stephanie UlprightNew York City,Low
2018-11-04,US-2017-126452,2,Scot Coram,Corporate,Avery Durable Slant Ring Binders,Office Supplies,Binders,Avery,Los Angeles,California,West,2018-11-06,Standard Class,0.20,5.00,0.38,13.00,8.13,0.38,2,14.86,Scot CoramLos Angeles,Low
2018-11-04,US-2017-126452,2,Scot Coram,Corporate,Xerox 1997,Office Supplies,Paper,Xerox,Los Angeles,California,West,2018-11-06,Standard Class,0.00,6.00,0.48,13.00,6.50,0.46,2,14.86,Scot CoramLos Angeles,Low
2018-11-04,US-2017-126452,2,Scot Coram,Corporate,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,Technology,Phones,Anker,Los Angeles,California,West,2018-11-06,Standard Class,0.20,-8.00,-0.25,32.00,20.00,-0.25,2,14.86,Scot CoramLos Angeles,Loss
2018-11-04,US-2017-126452,9,Scot Coram,Corporate,Xerox 1928,Office Supplies,Paper,Xerox,Los Angeles,California,West,2018-11-06,Standard Class,0.00,21.00,0.45,48.00,5.33,0.44,2,14.86,Scot CoramLos Angeles,Low
2018-11-04,US-2017-126452,5,Scot Coram,Corporate,Motorola HK250 Universal Bluetooth Headset,Technology,Phones,Motorola,Los Angeles,California,West,2018-11-06,Standard Class,0.20,-21.00,-0.23,92.00,23.00,-0.23,2,14.86,Scot CoramLos Angeles,Loss
2018-11-04,US-2017-126452,3,Scot Coram,Corporate,Logitech Gaming G510s - Keyboard,Technology,Accessories,Logitech,Los Angeles,California,West,2018-11-06,Standard Class,0.00,92.00,0.36,255.00,85.00,0.36,2,14.86,Scot CoramLos Angeles,High
2018-11-04,US-2017-126452,9,Scot Coram,Corporate,Bretford CR8500 Series Meeting Room Furniture,Furniture,Tables,Bretford,Los Angeles,California,West,2018-11-06,Standard Class,0.20,180.00,0.06,"2,887.00",400.97,0.06,2,14.86,Scot CoramLos Angeles,High
2018-11-04,US-2017-126844,8,Bart Watters,Corporate,Contemporary Wood/Metal Frame,Furniture,Furnishings,Other,Houston,Texas,Central,2018-11-11,Standard Class,0.60,-32.00,-0.63,52.00,16.25,-0.62,7,11.99,Bart WattersHouston,Loss
2018-11-04,US-2017-126893,3,Carol Triggs,Consumer,Mitel MiVoice 5330e IP Phone,Technology,Phones,Mitel,Philadelphia,Pennsylvania,East,2018-11-15,Standard Class,0.40,-115.00,-0.23,495.00,275.00,-0.23,11,7.98,Carol TriggsPhiladelphia,Loss
2018-11-04,US-2017-127334,2,Mike Pelletier,Home Office,Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,Appliances,Belkin,Springfield,Oregon,West,2018-11-10,Standard Class,0.20,9.00,0.10,87.00,54.38,0.10,6,7.88,Mike PelletierSpringfield,Low
2018-11-04,US-2017-127334,3,Mike Pelletier,Home Office,Bretford Rectangular Conference Table Tops,Furniture,Tables,Bretford,Springfield,Oregon,West,2018-11-10,Standard Class,0.50,-305.00,-0.54,564.00,376.00,-0.54,6,7.88,Mike PelletierSpringfield,Loss
2018-11-05,US-2017-127425,6,Dan Reichenbach,Corporate,Samsung Replacement EH64AVFWE Premium Headset,Technology,Phones,Samsung,New York City,New York,East,2018-11-10,Standard Class,0.00,8.00,0.25,33.00,5.50,0.24,5,10.09,Dan ReichenbachNew York City,Low
2018-11-05,US-2017-127425,5,Dan Reichenbach,Corporate,Plantronics Audio 478 Stereo USB Headset,Technology,Accessories,Plantronics,New York City,New York,East,2018-11-10,Standard Class,0.00,87.00,0.35,250.00,50.00,0.35,5,10.09,Dan ReichenbachNew York City,High
2018-11-05,US-2017-127971,3,David Wiener,Corporate,Eldon Wave Desk Accessories,Furniture,Furnishings,Eldon,Houston,Texas,Central,2018-11-06,Standard Class,0.60,-3.00,-0.40,7.00,5.83,-0.43,1,11.99,David WienerHouston,Loss
2018-11-05,US-2017-127971,7,David Wiener,Corporate,Samsung HM1900 Bluetooth Headset,Technology,Phones,Samsung,Houston,Texas,Central,2018-11-06,Standard Class,0.20,46.00,0.38,123.00,21.96,0.37,1,11.99,David WienerHouston,High
2018-11-05,US-2017-127971,5,David Wiener,Corporate,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,Global,Houston,Texas,Central,2018-11-06,Standard Class,0.30,-77.00,-0.24,318.00,90.86,-0.24,1,11.99,David WienerHouston,Loss
2018-11-05,US-2017-128195,5,Ralph Arnett,Consumer,Ibico Presentation Index for Binding Systems,Office Supplies,Binders,Ibico,Peoria,Illinois,Central,2018-11-09,First Class,0.80,-7.00,-1.65,4.00,4.00,-1.75,4,19.06,Ralph ArnettPeoria,Loss
2018-11-05,US-2017-128293,1,Karen Carlisle,Corporate,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage,Carina,Philadelphia,Pennsylvania,East,2018-11-11,First Class,0.20,-13.00,-0.20,65.00,81.25,-0.20,6,20.11,Karen CarlislePhiladelphia,Loss
2018-11-05,US-2017-128678,5,Rob Beeghly,Consumer,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Office Supplies,Paper,TOPS,Seattle,Washington,West,2018-11-09,Standard Class,0.00,10.00,0.47,21.00,4.20,0.48,4,7.00,Rob BeeghlySeattle,Low
2018-11-05,US-2017-128678,7,Rob Beeghly,Consumer,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders,Cardinal,Seattle,Washington,West,2018-11-09,Standard Class,0.20,16.00,0.33,49.00,8.75,0.33,4,7.00,Rob BeeghlySeattle,Low
2018-11-05,US-2017-128902,2,Mick Brown,Consumer,Chromcraft Round Conference Tables,Furniture,Tables,Chromcraft,Vineland,New Jersey,East,2018-11-15,Standard Class,0.30,-31.00,-0.13,244.00,174.29,-0.13,10,8.87,Mick BrownVineland,Loss
2018-11-05,US-2017-128909,4,Sibella Parks,Corporate,Xerox 1947,Office Supplies,Paper,Xerox,Philadelphia,Pennsylvania,East,2018-11-12,Second Class,0.20,6.00,0.31,19.00,5.94,0.32,7,6.23,Sibella ParksPhiladelphia,Low
2018-11-05,US-2017-128909,4,Sibella Parks,Corporate,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,Furnishings,Luxo,Philadelphia,Pennsylvania,East,2018-11-12,Second Class,0.20,-25.00,-0.08,333.00,104.06,-0.08,7,6.23,Sibella ParksPhiladelphia,Loss
2018-11-05,US-2017-129469,2,Kelly Lampkin,Corporate,"Dixon Ticonderoga Maple Cedar Pencil, #2",Office Supplies,Art,Dixon,Fairfield,Ohio,East,2018-11-09,Standard Class,0.20,0.00,0.06,5.00,3.13,0.00,4,9.32,Kelly LampkinFairfield,Loss
2018-11-05,US-2017-129469,6,Kelly Lampkin,Corporate,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Furniture,Furnishings,Other,Fairfield,Ohio,East,2018-11-09,Standard Class,0.20,-27.00,-0.05,533.00,111.04,-0.05,4,9.32,Kelly LampkinFairfield,Loss
2018-11-05,US-2017-131058,7,Eugene Moren,Home Office,Avery File Folder Labels,Office Supplies,Labels,Avery,Santa Ana,California,West,2018-11-11,Standard Class,0.00,10.00,0.49,20.00,2.86,0.50,6,11.60,Eugene MorenSanta Ana,Low
2018-11-05,US-2017-131114,2,Rob Williams,Corporate,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Appliances,Belkin,Chicago,Illinois,Central,2018-11-16,Second Class,0.80,-12.00,-2.70,4.00,10.00,-3.00,11,7.39,Rob WilliamsChicago,Loss
2018-11-05,US-2017-131114,4,Rob Williams,Corporate,Kingston Digital DataTraveler 8GB USB 2.0,Technology,Accessories,Kingston,Chicago,Illinois,Central,2018-11-16,Second Class,0.20,-1.00,-0.08,19.00,5.94,-0.05,11,7.39,Rob WilliamsChicago,Loss
2018-11-05,US-2017-131114,3,Rob Williams,Corporate,Acme Office Executive Series Stainless Steel Trimmers,Office Supplies,Supplies,Acme,Chicago,Illinois,Central,2018-11-16,Second Class,0.20,2.00,0.08,21.00,8.75,0.10,11,7.39,Rob WilliamsChicago,Low
2018-11-06,US-2017-131149,4,Logan Haushalter,Consumer,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Office Supplies,Art,Boston,Dallas,Texas,Central,2018-11-09,Standard Class,0.20,17.00,0.11,154.00,48.13,0.11,3,6.99,Logan HaushalterDallas,Low
2018-11-06,US-2017-131149,3,Logan Haushalter,Consumer,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage,Fellowes,Dallas,Texas,Central,2018-11-09,Standard Class,0.20,-34.00,-0.10,338.00,140.83,-0.10,3,6.99,Logan HaushalterDallas,Loss
2018-11-06,US-2017-131611,3,Emily Phan,Consumer,Storex Dura Pro Binders,Office Supplies,Binders,Storex,Houston,Texas,Central,2018-11-18,Standard Class,0.80,-6.00,-1.75,4.00,6.67,-1.50,12,11.99,Emily PhanHouston,Loss
2018-11-06,US-2017-131611,3,Emily Phan,Consumer,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders,Other,Houston,Texas,Central,2018-11-18,Standard Class,0.80,-20.00,-1.60,13.00,21.67,-1.54,12,11.99,Emily PhanHouston,Loss
2018-11-06,US-2017-131611,5,Emily Phan,Consumer,Logitech Wireless Headset H600 Over-The-Head Design,Technology,Accessories,Logitech,Houston,Texas,Central,2018-11-18,Standard Class,0.20,45.00,0.26,172.00,43.00,0.26,12,11.99,Emily PhanHouston,High
2018-11-06,US-2017-131611,8,Emily Phan,Consumer,Laminate Occasional Tables,Furniture,Tables,Other,Houston,Texas,Central,2018-11-18,Standard Class,0.30,-160.00,-0.19,863.00,154.11,-0.19,12,11.99,Emily PhanHouston,Loss
2018-11-06,US-2017-131611,7,Emily Phan,Consumer,O'Sullivan Plantations 2-Door Library in Landvery Oak,Furniture,Bookcases,O'Sullivan,Houston,Texas,Central,2018-11-18,Standard Class,0.32,-225.00,-0.24,957.00,201.05,-0.24,12,11.99,Emily PhanHouston,Loss
2018-11-06,US-2017-131674,2,Nick Crebassa,Corporate,Memorex Micro Travel Drive 32 GB,Technology,Accessories,Memorex,Dallas,Texas,Central,2018-11-18,Second Class,0.20,17.00,0.29,58.00,36.25,0.29,12,4.00,Nick CrebassaDallas,Low
2018-11-06,US-2017-131891,3,Pierre Wener,Consumer,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,Binders,Avery,Pensacola,Florida,South,2018-11-10,First Class,0.70,-1.00,-0.67,2.00,2.22,-0.50,4,22.26,Pierre WenerPensacola,Loss
2018-11-06,US-2017-131912,1,Logan Haushalter,Consumer,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,Binders,XtraLife,Los Angeles,California,West,2018-11-09,Second Class,0.20,4.00,0.33,12.00,15.00,0.33,3,6.70,Logan HaushalterLos Angeles,Low
2018-11-06,US-2017-132423,5,Muhammed Yedwab,Corporate,Ideal Clamps,Office Supplies,Fasteners,Other,Grapevine,Texas,Central,2018-11-08,Standard Class,0.20,3.00,0.36,8.00,2.00,0.38,2,6.61,Muhammed YedwabGrapevine,Low
2018-11-06,US-2017-132423,7,Muhammed Yedwab,Corporate,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,Art,Dixon,Grapevine,Texas,Central,2018-11-08,Standard Class,0.20,6.00,0.18,33.00,5.89,0.18,2,6.61,Muhammed YedwabGrapevine,Low
2018-11-06,US-2017-132577,1,Jeremy Ellison,Consumer,Avery 494,Office Supplies,Labels,Avery,Houston,Texas,Central,2018-11-14,Standard Class,0.20,1.00,0.33,2.00,2.50,0.50,8,11.99,Jeremy EllisonHouston,Low
2018-11-06,US-2017-132577,6,Jeremy Ellison,Consumer,Accohide Poly Flexible Ring Binders,Office Supplies,Binders,ACCOHIDE,Houston,Texas,Central,2018-11-14,Standard Class,0.80,-7.00,-1.50,4.00,3.33,-1.75,8,11.99,Jeremy EllisonHouston,Loss
2018-11-06,US-2017-132577,6,Jeremy Ellison,Consumer,Wilson Jones Impact Binders,Office Supplies,Binders,Wilson Jones,Houston,Texas,Central,2018-11-14,Standard Class,0.80,-10.00,-1.55,6.00,5.00,-1.67,8,11.99,Jeremy EllisonHouston,Loss
2018-11-06,US-2017-132577,2,Jeremy Ellison,Consumer,KeyTronic KT800P2 - Keyboard - Black,Technology,Accessories,KeyTronic,Houston,Texas,Central,2018-11-14,Standard Class,0.20,-1.00,-0.03,24.00,15.00,-0.04,8,11.99,Jeremy EllisonHouston,Loss
2018-11-06,US-2017-132577,9,Jeremy Ellison,Consumer,Newell 348,Office Supplies,Art,Newell,Houston,Texas,Central,2018-11-14,Standard Class,0.20,3.00,0.11,24.00,3.33,0.13,8,11.99,Jeremy EllisonHouston,Low
2018-11-06,US-2017-132857,3,Cynthia Arntzen,Consumer,Prang Drawing Pencil Set,Office Supplies,Art,Prang,Smyrna,Tennessee,South,2018-11-10,Standard Class,0.20,2.00,0.25,7.00,2.92,0.29,4,13.65,Cynthia ArntzenSmyrna,Low
2018-11-06,US-2017-133508,5,Sean Wendt,Home Office,"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners,Advantus,Omaha,Nebraska,Central,2018-11-17,Standard Class,0.00,9.00,0.31,29.00,5.80,0.31,11,7.84,Sean WendtOmaha,Low
2018-11-06,US-2017-133879,2,Kean Takahito,Consumer,Avery Durable Slant Ring Binders,Office Supplies,Binders,Avery,Chicago,Illinois,Central,2018-11-10,Standard Class,0.80,-5.00,-1.50,3.00,7.50,-1.67,4,13.20,Kean TakahitoChicago,Loss
2018-11-06,US-2017-133879,3,Kean Takahito,Consumer,Newell 33,Office Supplies,Art,Newell,Chicago,Illinois,Central,2018-11-10,Standard Class,0.20,2.00,0.11,13.00,5.42,0.15,4,13.20,Kean TakahitoChicago,Low
2018-11-06,US-2017-133879,5,Kean Takahito,Consumer,"Global Airflow Leather Mesh Back Chair, Black",Furniture,Chairs,Global,Chicago,Illinois,Central,2018-11-10,Standard Class,0.30,0.00,0.00,528.00,150.86,0.00,4,13.20,Kean TakahitoChicago,Loss
2018-11-06,US-2017-134369,2,Becky Castell,Home Office,Xerox 1966,Office Supplies,Paper,Xerox,Laguna Niguel,California,West,2018-11-18,Standard Class,0.00,6.00,0.49,13.00,6.50,0.46,12,12.31,Becky CastellLaguna Niguel,Low
2018-11-06,US-2017-134488,2,Pete Kriz,Consumer,Office Star - Contemporary Task Swivel Chair,Furniture,Chairs,Office Star,Columbus,Ohio,East,2018-11-11,Standard Class,0.30,-13.00,-0.09,155.00,110.71,-0.08,5,6.86,Pete KrizColumbus,Loss
2018-11-06,US-2017-134656,4,Muhammed MacIntyre,Corporate,Xerox 1960,Office Supplies,Paper,Xerox,Quincy,Illinois,Central,2018-11-16,First Class,0.20,31.00,0.31,99.00,30.94,0.31,10,22.00,Muhammed MacIntyreQuincy,Low
2018-11-06,US-2017-134761,1,Dean Braden,Consumer,AT&T 17929 Lendline Telephone,Technology,Phones,AT&T,Hickory,North Carolina,South,2018-11-06,Same Day,0.20,3.00,0.08,36.00,45.00,0.08,0,45.78,Dean BradenHickory,Low
2018-11-06,US-2017-134908,3,Joni Sundaresam,Home Office,Avery 502,Office Supplies,Labels,Avery,Philadelphia,Pennsylvania,East,2018-11-09,Standard Class,0.20,3.00,0.35,8.00,3.33,0.38,3,7.98,Joni SundaresamPhiladelphia,Low
2018-11-07,US-2017-134908,4,Joni Sundaresam,Home Office,"Eldon Base for stackable storage shelf, platinum",Office Supplies,Storage,Eldon,Philadelphia,Pennsylvania,East,2018-11-09,Standard Class,0.20,-23.00,-0.19,125.00,39.06,-0.18,2,7.98,Joni SundaresamPhiladelphia,Loss
2018-11-07,US-2017-135209,6,Marc Harrigan,Home Office,Astroparche Fine Business Paper,Office Supplies,Paper,Other,Miami,Florida,South,2018-11-10,Second Class,0.20,9.00,0.35,25.00,5.21,0.36,3,8.76,Marc HarriganMiami,Low
2018-11-07,US-2017-135209,7,Marc Harrigan,Home Office,Xerox 1898,Office Supplies,Paper,Xerox,Miami,Florida,South,2018-11-10,Second Class,0.20,13.00,0.35,37.00,6.61,0.35,3,8.76,Marc HarriganMiami,Low
2018-11-07,US-2017-135720,5,Fred McMath,Consumer,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Technology,Accessories,Imation,Aurora,Colorado,West,2018-11-11,Second Class,0.20,30.00,0.25,120.00,30.00,0.25,4,0.82,Fred McMathAurora,Low
2018-11-07,US-2017-135720,3,Fred McMath,Consumer,Tennsco Regal Shelving Units,Office Supplies,Storage,Tennsco,Aurora,Colorado,West,2018-11-11,Second Class,0.20,-52.00,-0.21,243.00,101.25,-0.21,4,0.82,Fred McMathAurora,Loss
2018-11-07,US-2017-135720,4,Fred McMath,Consumer,Jabra SPEAK 410,Technology,Phones,Jabra,Aurora,Colorado,West,2018-11-11,Second Class,0.20,30.00,0.10,301.00,94.06,0.10,4,0.82,Fred McMathAurora,High
2018-11-07,US-2017-135923,8,Carlos Meador,Consumer,Eldon Pizzaz Desk Accessories,Furniture,Furnishings,Eldon,Fayetteville,North Carolina,South,2018-11-15,Standard Class,0.20,4.00,0.30,14.00,2.19,0.29,8,13.78,Carlos MeadorFayetteville,Low
2018-11-07,US-2017-135923,4,Carlos Meador,Consumer,Fellowes Mighty 8 Compact Surge Protector,Office Supplies,Appliances,Fellowes,Fayetteville,North Carolina,South,2018-11-15,Standard Class,0.20,6.00,0.10,65.00,20.31,0.09,8,13.78,Carlos MeadorFayetteville,Low
2018-11-07,US-2017-135923,4,Carlos Meador,Consumer,"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,Bookcases,Sauder,Fayetteville,North Carolina,South,2018-11-15,Standard Class,0.20,-68.00,-0.15,451.00,140.94,-0.15,8,13.78,Carlos MeadorFayetteville,Loss
2018-11-07,US-2017-136581,6,Seth Vernon,Consumer,Xerox 227,Office Supplies,Paper,Xerox,Troy,Ohio,East,2018-11-11,First Class,0.20,11.00,0.35,31.00,6.46,0.35,4,16.37,Seth VernonTroy,Low
2018-11-08,US-2017-137295,7,Vivek Sundaresam,Consumer,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Office Supplies,Binders,XtraLife,Raleigh,North Carolina,South,2018-11-15,Standard Class,0.70,-25.00,-0.80,31.00,14.76,-0.81,7,14.59,Vivek SundaresamRaleigh,Loss
2018-11-08,US-2017-137295,3,Vivek Sundaresam,Consumer,Newell 319,Office Supplies,Art,Newell,Raleigh,North Carolina,South,2018-11-15,Standard Class,0.20,6.00,0.13,48.00,20.00,0.13,7,14.59,Vivek SundaresamRaleigh,Low
2018-11-09,US-2017-137295,2,Vivek Sundaresam,Consumer,Avaya 5410 Digital phone,Technology,Phones,Avaya,Raleigh,North Carolina,South,2018-11-15,Standard Class,0.20,11.00,0.10,109.00,68.13,0.10,6,14.59,Vivek SundaresamRaleigh,Low
2018-11-09,US-2017-137547,3,Ed Braxton,Corporate,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Technology,Phones,Belkin,Fort Worth,Texas,Central,2018-11-21,Standard Class,0.20,2.00,0.08,21.00,8.75,0.10,12,8.21,Ed BraxtonFort Worth,Low
